Date,Positivity_Rate
9/21/2022,113.1578947
9/22/2020,10.46168241
9/22/2021,14.96725673
9/22/2022,124.3534902
9/23/2020,10.3059036
9/23/2021,15.53281956
9/23/2022,134.687077
9/24/2020,12.31964484
9/24/2021,15.59354226
9/24/2022,145.1488423
9/25/2020,9.31326884
9/25/2021,16.76425547
9/25/2022,175.2186589
9/26/2020,9.241870577
9/26/2021,17.99890545
9/26/2022,256.3211622
9/27/2020,9.870850879
9/27/2021,24.85750895
9/27/2022,180.9404563
9/28/2020,11.10165163
9/28/2021,22.12318688
9/28/2022,125.0648228
9/29/2020,12.48469055
9/29/2021,13.70453796
9/29/2022,125.0973687
9/3/2020,4.749410602
9/3/2021,21.1700132
9/3/2022,161.1839183
9/30/2020,13.85897687
9/30/2021,12.75394452
9/30/2022,141.2580847
9/4/2020,4.483928509
9/4/2021,23.99558247
9/4/2022,194.0914008
9/5/2020,4.690987723
9/5/2021,29.16555109
9/5/2022,262.7564342
9/6/2020,4.800552582
9/6/2021,33.328125
9/6/2022,218.9042841
9/7/2020,6.158061117
9/7/2021,36.63979437
9/7/2022,162.3401053
9/8/2020,7.296096326
9/8/2021,27.65567766
9/8/2022,124.4752514
9/9/2020,8.747514911
9/9/2021,20.40156313
9/9/2022,115.2150343
